,state,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor
793,District of Columbia,2020-05-06,-62.0,-31.0,-72.0,-78.0,-69.0,29.0,-62.4
794,District of Columbia,2020-05-07,-57.0,-23.0,-45.0,-74.0,-68.0,26.0,-53.4
795,District of Columbia,2020-05-08,-63.0,-27.0,-67.0,-74.0,-66.0,28.0,-59.4
796,District of Columbia,2020-05-09,-64.0,-18.0,-66.0,-68.0,-42.0,15.0,-51.6
797,District of Columbia,2020-05-10,-60.0,-22.0,-34.0,-67.0,-40.0,11.0,-44.6
798,District of Columbia,2020-05-11,-62.0,-33.0,-62.0,-75.0,-67.0,27.0,-59.8
799,District of Columbia,2020-05-12,-59.0,-27.0,-54.0,-75.0,-67.0,26.0,-56.4
800,District of Columbia,2020-05-13,-57.0,-24.0,-43.0,-74.0,-66.0,26.0,-52.8
801,Florida,2020-02-15,2.0,0.0,9.0,2.0,-1.0,-1.0,2.4
802,Florida,2020-02-16,4.0,1.0,8.0,2.0,-2.0,0.0,2.6
803,Florida,2020-02-17,5.0,1.0,24.0,0.0,-19.0,4.0,2.2
804,Florida,2020-02-18,3.0,2.0,13.0,6.0,1.0,0.0,5.0
805,Florida,2020-02-19,3.0,0.0,15.0,5.0,2.0,0.0,5.0
806,Florida,2020-02-20,2.0,1.0,10.0,4.0,1.0,0.0,3.6
807,Florida,2020-02-21,0.0,-1.0,-12.0,0.0,0.0,1.0,-2.6
808,Florida,2020-02-22,3.0,0.0,8.0,2.0,1.0,0.0,2.8
809,Florida,2020-02-23,5.0,2.0,20.0,4.0,0.0,0.0,6.2
810,Florida,2020-02-24,3.0,1.0,12.0,3.0,2.0,0.0,4.2
811,Florida,2020-02-25,3.0,1.0,6.0,5.0,2.0,0.0,3.4
812,Florida,2020-02-26,5.0,1.0,-9.0,4.0,1.0,0.0,0.4
813,Florida,2020-02-27,8.0,6.0,2.0,7.0,2.0,-1.0,5.0
814,Florida,2020-02-28,5.0,4.0,4.0,5.0,1.0,-1.0,3.8
815,Florida,2020-02-29,6.0,4.0,8.0,6.0,2.0,-2.0,5.2
816,Florida,2020-03-01,8.0,7.0,10.0,7.0,1.0,-1.0,6.6
817,Florida,2020-03-02,7.0,7.0,8.0,3.0,1.0,0.0,5.2
818,Florida,2020-03-03,8.0,10.0,10.0,3.0,2.0,0.0,6.6
819,Florida,2020-03-04,6.0,6.0,14.0,1.0,1.0,0.0,5.6
820,Florida,2020-03-05,5.0,5.0,8.0,2.0,1.0,0.0,4.2
821,Florida,2020-03-06,3.0,3.0,9.0,-1.0,1.0,0.0,3.0
822,Florida,2020-03-07,4.0,3.0,13.0,2.0,2.0,-1.0,4.8
823,Florida,2020-03-08,4.0,3.0,-1.0,1.0,0.0,1.0,1.4
824,Florida,2020-03-09,5.0,5.0,6.0,-1.0,0.0,0.0,3.0
825,Florida,2020-03-10,5.0,6.0,11.0,1.0,0.0,0.0,4.6
826,Florida,2020-03-11,6.0,7.0,20.0,-1.0,0.0,0.0,6.4
827,Florida,2020-03-12,5.0,17.0,17.0,-2.0,-1.0,0.0,7.2
828,Florida,2020-03-13,1.0,22.0,14.0,-8.0,-5.0,2.0,4.8
829,Florida,2020-03-14,-6.0,16.0,8.0,-10.0,-1.0,2.0,1.4
830,Florida,2020-03-15,-9.0,9.0,12.0,-13.0,-6.0,3.0,-1.4
831,Florida,2020-03-16,-6.0,14.0,0.0,-16.0,-18.0,6.0,-5.2
832,Florida,2020-03-17,-11.0,14.0,1.0,-18.0,-22.0,8.0,-7.2
833,Florida,2020-03-18,-19.0,7.0,0.0,-26.0,-26.0,10.0,-12.8
834,Florida,2020-03-19,-23.0,6.0,-7.0,-33.0,-29.0,12.0,-17.2
835,Florida,2020-03-20,-29.0,6.0,-15.0,-38.0,-31.0,14.0,-21.4
836,Florida,2020-03-21,-39.0,-3.0,-33.0,-42.0,-26.0,11.0,-28.6
837,Florida,2020-03-22,-43.0,-12.0,-33.0,-49.0,-33.0,11.0,-34.0
838,Florida,2020-03-23,-37.0,-12.0,-33.0,-46.0,-36.0,15.0,-32.8
839,Florida,2020-03-24,-38.0,-12.0,-33.0,-46.0,-39.0,16.0,-33.6
840,Florida,2020-03-25,-38.0,-13.0,-33.0,-48.0,-40.0,17.0,-34.4
841,Florida,2020-03-26,-40.0,-14.0,-34.0,-51.0,-42.0,18.0,-36.2
842,Florida,2020-03-27,-44.0,-17.0,-38.0,-55.0,-43.0,20.0,-39.4
843,Florida,2020-03-28,-49.0,-23.0,-48.0,-59.0,-36.0,14.0,-43.0
844,Florida,2020-03-29,-50.0,-26.0,-48.0,-63.0,-41.0,13.0,-45.6
845,Florida,2020-03-30,-42.0,-22.0,-42.0,-55.0,-43.0,17.0,-40.8
846,Florida,2020-03-31,-42.0,-20.0,-46.0,-52.0,-45.0,19.0,-41.0
847,Florida,2020-04-01,-37.0,-11.0,-41.0,-53.0,-45.0,18.0,-37.4
848,Florida,2020-04-02,-39.0,-11.0,-42.0,-55.0,-46.0,19.0,-38.6
849,Florida,2020-04-03,-47.0,-19.0,-49.0,-59.0,-48.0,22.0,-44.4
850,Florida,2020-04-04,-53.0,-25.0,-57.0,-64.0,-40.0,16.0,-47.8
851,Florida,2020-04-05,-57.0,-33.0,-70.0,-70.0,-45.0,15.0,-55.0
852,Florida,2020-04-06,-47.0,-25.0,-50.0,-59.0,-48.0,19.0,-45.8
853,Florida,2020-04-07,-46.0,-23.0,-46.0,-56.0,-49.0,20.0,-44.0
854,Florida,2020-04-08,-46.0,-23.0,-45.0,-57.0,-49.0,20.0,-44.0
855,Florida,2020-04-09,-46.0,-21.0,-46.0,-58.0,-50.0,21.0,-44.2
856,Florida,2020-04-10,-47.0,-20.0,-48.0,-61.0,-53.0,23.0,-45.8
857,Florida,2020-04-11,-49.0,-20.0,-54.0,-65.0,-40.0,15.0,-45.6
858,Florida,2020-04-12,-66.0,-49.0,-63.0,-69.0,-50.0,15.0,-59.4
859,Florida,2020-04-13,-47.0,-24.0,-53.0,-59.0,-47.0,19.0,-46.0
860,Florida,2020-04-14,-46.0,-23.0,-52.0,-56.0,-48.0,20.0,-45.0
861,Florida,2020-04-15,-42.0,-21.0,-53.0,-56.0,-47.0,20.0,-43.8
862,Florida,2020-04-16,-44.0,-22.0,-56.0,-57.0,-48.0,21.0,-45.4
863,Florida,2020-04-17,-44.0,-21.0,-47.0,-58.0,-47.0,21.0,-43.4
864,Florida,2020-04-18,-49.0,-25.0,-60.0,-62.0,-38.0,15.0,-46.8
865,Florida,2020-04-19,-48.0,-23.0,-52.0,-64.0,-40.0,13.0,-45.4
866,Florida,2020-04-20,-44.0,-25.0,-54.0,-58.0,-46.0,19.0,-45.4
867,Florida,2020-04-21,-41.0,-20.0,-43.0,-53.0,-46.0,19.0,-40.6
868,Florida,2020-04-22,-41.0,-20.0,-40.0,-54.0,-46.0,19.0,-40.2
869,Florida,2020-04-23,-43.0,-21.0,-47.0,-55.0,-47.0,20.0,-42.6
870,Florida,2020-04-24,-47.0,-25.0,-60.0,-60.0,-47.0,23.0,-47.8
871,Florida,2020-04-25,-45.0,-19.0,-52.0,-59.0,-36.0,13.0,-42.2
872,Florida,2020-04-26,-47.0,-23.0,-52.0,-63.0,-40.0,12.0,-45.0
873,Florida,2020-04-27,-38.0,-19.0,-39.0,-54.0,-44.0,17.0,-38.8
874,Florida,2020-04-28,-38.0,-17.0,-39.0,-50.0,-45.0,13.0,-37.8
875,Florida,2020-04-29,-38.0,-18.0,-36.0,-51.0,-45.0,18.0,-37.6
876,Florida,2020-04-30,-40.0,-19.0,-47.0,-53.0,-46.0,19.0,-41.0
877,Florida,2020-05-01,-36.0,-13.0,-27.0,-51.0,-43.0,18.0,-34.0
878,Florida,2020-05-02,-40.0,-14.0,-31.0,-53.0,-32.0,11.0,-34.0
879,Florida,2020-05-03,-40.0,-14.0,-30.0,-58.0,-35.0,10.0,-35.4
880,Florida,2020-05-04,-32.0,-15.0,-30.0,-50.0,-41.0,15.0,-33.6
881,Florida,2020-05-05,-31.0,-10.0,-29.0,-48.0,-41.0,16.0,-31.8
882,Florida,2020-05-06,-33.0,-14.0,-26.0,-49.0,-41.0,16.0,-32.6
883,Florida,2020-05-07,-33.0,-12.0,-23.0,-48.0,-41.0,16.0,-31.4
884,Florida,2020-05-08,-33.0,-9.0,-20.0,-48.0,-40.0,17.0,-30.0
885,Florida,2020-05-09,-33.0,-3.0,-26.0,-49.0,-28.0,9.0,-27.8
886,Florida,2020-05-10,-35.0,-10.0,-51.0,-56.0,-31.0,9.0,-36.6
887,Florida,2020-05-11,-31.0,-16.0,-28.0,-48.0,-39.0,14.0,-32.4
888,Florida,2020-05-12,-30.0,-12.0,-24.0,-45.0,-39.0,15.0,-30.0
889,Florida,2020-05-13,-29.0,-13.0,-21.0,-47.0,-39.0,15.0,-29.8
890,Georgia,2020-02-15,5.0,1.0,42.0,4.0,1.0,-1.0,10.6
891,Georgia,2020-02-16,-2.0,-5.0,-19.0,-5.0,-3.0,1.0,-6.8
892,Georgia,2020-02-17,4.0,1.0,24.0,0.0,-19.0,4.0,2.0
893,Georgia,2020-02-18,-4.0,-5.0,-23.0,1.0,-5.0,3.0,-7.2
894,Georgia,2020-02-19,2.0,0.0,2.0,3.0,-2.0,1.0,1.0
895,Georgia,2020-02-20,-6.0,-7.0,-36.0,-1.0,-4.0,4.0,-10.8
896,Georgia,2020-02-21,2.0,-1.0,23.0,4.0,-3.0,0.0,5.0
897,Georgia,2020-02-22,5.0,0.0,48.0,4.0,4.0,-1.0,12.2
898,Georgia,2020-02-23,2.0,1.0,20.0,3.0,1.0,-1.0,5.4
899,Georgia,2020-02-24,-5.0,-4.0,-21.0,-2.0,1.0,1.0,-6.2
900,Georgia,2020-02-25,5.0,2.0,9.0,1.0,2.0,0.0,3.8
901,Georgia,2020-02-26,9.0,3.0,5.0,4.0,1.0,-1.0,4.4
902,Georgia,2020-02-27,10.0,5.0,6.0,6.0,2.0,-1.0,5.8
903,Georgia,2020-02-28,9.0,4.0,30.0,7.0,2.0,-2.0,10.4
904,Georgia,2020-02-29,13.0,6.0,40.0,12.0,4.0,-3.0,15.0
905,Georgia,2020-03-01,13.0,7.0,49.0,8.0,2.0,-2.0,15.8
906,Georgia,2020-03-02,4.0,3.0,-9.0,0.0,2.0,0.0,0.0
907,Georgia,2020-03-03,10.0,11.0,0.0,0.0,1.0,0.0,4.4
908,Georgia,2020-03-04,3.0,0.0,-19.0,-2.0,0.0,1.0,-3.6
909,Georgia,2020-03-05,1.0,0.0,-30.0,-1.0,-1.0,2.0,-6.2
910,Georgia,2020-03-06,7.0,3.0,44.0,5.0,1.0,-2.0,12.0
911,Georgia,2020-03-07,10.0,5.0,79.0,9.0,5.0,-2.0,21.6
912,Georgia,2020-03-08,8.0,4.0,57.0,4.0,1.0,-1.0,14.8
913,Georgia,2020-03-09,7.0,8.0,53.0,0.0,2.0,-1.0,14.0
914,Georgia,2020-03-10,5.0,8.0,18.0,-3.0,-1.0,1.0,5.4
915,Georgia,2020-03-11,6.0,7.0,38.0,0.0,-1.0,0.0,10.0
916,Georgia,2020-03-12,8.0,24.0,23.0,-2.0,-1.0,0.0,10.4
917,Georgia,2020-03-13,3.0,33.0,39.0,-5.0,-8.0,1.0,12.4
918,Georgia,2020-03-14,-4.0,17.0,50.0,-4.0,0.0,2.0,11.8
919,Georgia,2020-03-15,-12.0,8.0,2.0,-13.0,-9.0,3.0,-4.8
920,Georgia,2020-03-16,-8.0,18.0,-4.0,-20.0,-20.0,7.0,-6.8
921,Georgia,2020-03-17,-14.0,13.0,12.0,-21.0,-25.0,11.0,-7.0
922,Georgia,2020-03-18,-18.0,7.0,24.0,-24.0,-29.0,12.0,-8.0
923,Georgia,2020-03-19,-21.0,10.0,27.0,-29.0,-31.0,13.0,-8.8
924,Georgia,2020-03-20,-24.0,8.0,46.0,-30.0,-32.0,13.0,-6.4
925,Georgia,2020-03-21,-31.0,4.0,33.0,-27.0,-18.0,9.0,-7.8
926,Georgia,2020-03-22,-39.0,-10.0,-18.0,-42.0,-29.0,10.0,-27.6
927,Georgia,2020-03-23,-35.0,-6.0,-40.0,-43.0,-38.0,16.0,-32.4
928,Georgia,2020-03-24,-35.0,-6.0,-23.0,-40.0,-41.0,18.0,-29.0
929,Georgia,2020-03-25,-33.0,-8.0,19.0,-39.0,-42.0,17.0,-20.6
930,Georgia,2020-03-26,-34.0,-8.0,3.0,-43.0,-43.0,18.0,-25.0
931,Georgia,2020-03-27,-35.0,-9.0,33.0,-45.0,-42.0,18.0,-19.6
932,Georgia,2020-03-28,-39.0,-10.0,14.0,-43.0,-28.0,12.0,-21.2
933,Georgia,2020-03-29,-42.0,-17.0,-2.0,-52.0,-37.0,11.0,-30.0
934,Georgia,2020-03-30,-34.0,-10.0,2.0,-47.0,-44.0,16.0,-26.6
935,Georgia,2020-03-31,-37.0,-11.0,-36.0,-46.0,-47.0,20.0,-35.4
936,Georgia,2020-04-01,-30.0,1.0,-5.0,-44.0,-47.0,18.0,-25.0
937,Georgia,2020-04-02,-29.0,11.0,-15.0,-46.0,-47.0,19.0,-25.2
938,Georgia,2020-04-03,-37.0,0.0,4.0,-50.0,-48.0,20.0,-26.2
939,Georgia,2020-04-04,-50.0,-18.0,-18.0,-53.0,-36.0,16.0,-35.0
940,Georgia,2020-04-05,-50.0,-22.0,-13.0,-59.0,-42.0,13.0,-37.2
941,Georgia,2020-04-06,-40.0,-15.0,-3.0,-52.0,-50.0,19.0,-32.0
942,Georgia,2020-04-07,-40.0,-14.0,-18.0,-50.0,-51.0,21.0,-34.6
943,Georgia,2020-04-08,-39.0,-14.0,-6.0,-49.0,-52.0,20.0,-32.0
944,Georgia,2020-04-09,-37.0,-10.0,-10.0,-51.0,-51.0,21.0,-31.8
945,Georgia,2020-04-10,-37.0,-9.0,13.0,-53.0,-54.0,22.0,-28.0
946,Georgia,2020-04-11,-40.0,-5.0,3.0,-53.0,-36.0,13.0,-26.2
947,Georgia,2020-04-12,-63.0,-42.0,-57.0,-65.0,-49.0,14.0,-55.2
948,Georgia,2020-04-13,-38.0,-16.0,-6.0,-52.0,-48.0,18.0,-32.0
949,Georgia,2020-04-14,-34.0,-12.0,0.0,-48.0,-47.0,19.0,-28.2
950,Georgia,2020-04-15,-27.0,-8.0,-2.0,-46.0,-48.0,18.0,-26.2
951,Georgia,2020-04-16,-30.0,-9.0,-6.0,-48.0,-47.0,20.0,-28.0
952,Georgia,2020-04-17,-33.0,-12.0,27.0,-49.0,-46.0,19.0,-22.6
953,Georgia,2020-04-18,-36.0,-10.0,9.0,-47.0,-31.0,12.0,-23.0
954,Georgia,2020-04-19,-50.0,-27.0,-58.0,-62.0,-42.0,14.0,-47.8
955,Georgia,2020-04-20,-31.0,-12.0,-4.0,-51.0,-46.0,18.0,-28.8
956,Georgia,2020-04-21,-30.0,-9.0,6.0,-47.0,-46.0,19.0,-25.2
957,Georgia,2020-04-22,-30.0,-11.0,11.0,-46.0,-47.0,18.0,-24.6
958,Georgia,2020-04-23,-40.0,-19.0,-50.0,-53.0,-49.0,23.0,-42.2
959,Georgia,2020-04-24,-31.0,-10.0,22.0,-48.0,-45.0,18.0,-22.4
960,Georgia,2020-04-25,-32.0,-8.0,20.0,-45.0,-28.0,11.0,-18.6
961,Georgia,2020-04-26,-34.0,-11.0,4.0,-53.0,-36.0,10.0,-26.0
962,Georgia,2020-04-27,-25.0,-8.0,14.0,-47.0,-43.0,16.0,-21.8
963,Georgia,2020-04-28,-24.0,-6.0,15.0,-43.0,-45.0,12.0,-20.6
964,Georgia,2020-04-29,-27.0,-9.0,-19.0,-45.0,-45.0,18.0,-29.0
965,Georgia,2020-04-30,-23.0,-4.0,-15.0,-44.0,-45.0,18.0,-26.2
966,Georgia,2020-05-01,-21.0,-2.0,45.0,-41.0,-43.0,15.0,-12.4
967,Georgia,2020-05-02,-23.0,-1.0,46.0,-36.0,-25.0,8.0,-7.8
968,Georgia,2020-05-03,-26.0,-4.0,39.0,-47.0,-30.0,8.0,-13.6
969,Georgia,2020-05-04,-18.0,-3.0,19.0,-43.0,-41.0,14.0,-17.2
970,Georgia,2020-05-05,-16.0,3.0,10.0,-40.0,-42.0,15.0,-17.0
971,Georgia,2020-05-06,-18.0,-2.0,17.0,-40.0,-42.0,15.0,-17.0
972,Georgia,2020-05-07,-18.0,-1.0,11.0,-41.0,-42.0,16.0,-18.2
973,Georgia,2020-05-08,-23.0,-4.0,1.0,-43.0,-41.0,16.0,-22.0
974,Georgia,2020-05-09,-17.0,11.0,29.0,-35.0,-21.0,7.0,-6.6
975,Georgia,2020-05-10,-20.0,5.0,34.0,-44.0,-27.0,5.0,-10.4
976,Georgia,2020-05-11,-19.0,-4.0,24.0,-42.0,-39.0,14.0,-16.0
977,Georgia,2020-05-12,-17.0,-1.0,24.0,-39.0,-39.0,15.0,-14.4
978,Georgia,2020-05-13,-16.0,-2.0,32.0,-39.0,-40.0,14.0,-13.0
979,Hawaii,2020-02-15,2.0,2.0,19.0,4.0,-1.0,0.0,5.2
980,Hawaii,2020-02-16,4.0,3.0,15.0,4.0,-1.0,-1.0,5.0
981,Hawaii,2020-02-17,5.0,-4.0,14.0,-2.0,-47.0,11.0,-6.8
982,Hawaii,2020-02-18,0.0,-2.0,1.0,6.0,-1.0,1.0,0.8
983,Hawaii,2020-02-19,-1.0,-2.0,1.0,2.0,0.0,1.0,0.0
984,Hawaii,2020-02-20,2.0,1.0,6.0,2.0,0.0,0.0,2.2
985,Hawaii,2020-02-21,1.0,-1.0,7.0,2.0,2.0,0.0,2.2
986,Hawaii,2020-02-22,3.0,1.0,20.0,0.0,1.0,-1.0,5.0
987,Hawaii,2020-02-23,2.0,0.0,16.0,2.0,1.0,0.0,4.2
988,Hawaii,2020-02-24,1.0,-1.0,6.0,4.0,2.0,0.0,2.4
989,Hawaii,2020-02-25,1.0,0.0,5.0,1.0,0.0,1.0,1.4
990,Hawaii,2020-02-26,2.0,2.0,9.0,-1.0,1.0,0.0,2.6
991,Hawaii,2020-02-27,3.0,4.0,3.0,-1.0,0.0,0.0,1.8
992,Hawaii,2020-02-28,2.0,2.0,-1.0,-1.0,2.0,-1.0,0.8
993,Hawaii,2020-02-29,1.0,1.0,0.0,-1.0,1.0,0.0,0.4
994,Hawaii,2020-03-01,2.0,2.0,-7.0,0.0,1.0,1.0,-0.4
995,Hawaii,2020-03-02,0.0,1.0,-7.0,-2.0,2.0,0.0,-1.2
996,Hawaii,2020-03-03,1.0,5.0,0.0,-3.0,1.0,0.0,0.8
997,Hawaii,2020-03-04,-1.0,1.0,7.0,-6.0,1.0,0.0,0.4
998,Hawaii,2020-03-05,1.0,6.0,-1.0,-4.0,1.0,0.0,0.6
999,Hawaii,2020-03-06,-1.0,1.0,-8.0,-3.0,2.0,0.0,-1.8
1000,Hawaii,2020-03-07,0.0,4.0,4.0,-4.0,1.0,0.0,1.0
1001,Hawaii,2020-03-08,0.0,2.0,3.0,-2.0,1.0,1.0,0.8
1002,Hawaii,2020-03-09,-2.0,1.0,-6.0,-3.0,1.0,1.0,-1.8
1003,Hawaii,2020-03-10,-2.0,0.0,1.0,-4.0,0.0,1.0,-1.0
1004,Hawaii,2020-03-11,-2.0,1.0,4.0,-6.0,0.0,1.0,-0.6
1005,Hawaii,2020-03-12,-2.0,5.0,-12.0,-9.0,-1.0,2.0,-3.8
1006,Hawaii,2020-03-13,-4.0,9.0,-8.0,-8.0,-1.0,2.0,-2.4
1007,Hawaii,2020-03-14,-6.0,6.0,2.0,-9.0,-4.0,2.0,-2.2
1008,Hawaii,2020-03-15,-8.0,5.0,-7.0,-11.0,-5.0,3.0,-5.2
1009,Hawaii,2020-03-16,-10.0,7.0,-34.0,-15.0,-17.0,7.0,-13.8
1010,Hawaii,2020-03-17,-18.0,1.0,-43.0,-22.0,-23.0,12.0,-21.0
1011,Hawaii,2020-03-18,-20.0,0.0,-23.0,-27.0,-25.0,12.0,-19.0
1012,Hawaii,2020-03-19,-23.0,-2.0,-31.0,-31.0,-28.0,14.0,-23.0
1013,Hawaii,2020-03-20,-31.0,-5.0,-29.0,-34.0,-31.0,16.0,-26.0
1014,Hawaii,2020-03-21,-40.0,-14.0,-38.0,-40.0,-27.0,12.0,-31.8
1015,Hawaii,2020-03-22,-42.0,-16.0,-43.0,-43.0,-30.0,11.0,-34.8
1016,Hawaii,2020-03-23,-38.0,-15.0,-59.0,-44.0,-35.0,16.0,-38.2
1017,Hawaii,2020-03-24,-45.0,-22.0,-62.0,-50.0,-42.0,20.0,-44.2
1018,Hawaii,2020-03-25,-50.0,-30.0,-65.0,-56.0,-46.0,22.0,-49.4
1019,Hawaii,2020-03-26,-51.0,-32.0,-69.0,-66.0,-53.0,25.0,-54.2
1020,Hawaii,2020-03-27,-52.0,-32.0,-69.0,-66.0,-46.0,25.0,-53.0
1021,Hawaii,2020-03-28,-56.0,-36.0,-65.0,-70.0,-43.0,18.0,-54.0
1022,Hawaii,2020-03-29,-56.0,-36.0,-65.0,-72.0,-45.0,16.0,-54.8
1023,Hawaii,2020-03-30,-49.0,-31.0,-67.0,-64.0,-47.0,21.0,-51.6
1024,Hawaii,2020-03-31,-48.0,-31.0,-68.0,-64.0,-49.0,23.0,-52.0
1025,Hawaii,2020-04-01,-48.0,-30.0,-60.0,-66.0,-49.0,23.0,-50.6
1026,Hawaii,2020-04-02,-50.0,-27.0,-63.0,-69.0,-49.0,23.0,-51.6
1027,Hawaii,2020-04-03,-49.0,-23.0,-65.0,-68.0,-47.0,24.0,-50.4
1028,Hawaii,2020-04-04,-55.0,-29.0,-63.0,-73.0,-45.0,18.0,-53.0
1029,Hawaii,2020-04-05,-55.0,-26.0,-67.0,-76.0,-46.0,16.0,-54.0
1030,Hawaii,2020-04-06,-51.0,-26.0,-70.0,-68.0,-49.0,22.0,-52.8
1031,Hawaii,2020-04-07,-50.0,-27.0,-66.0,-67.0,-51.0,23.0,-52.2
1032,Hawaii,2020-04-08,-52.0,-30.0,-66.0,-68.0,-51.0,23.0,-53.4
1033,Hawaii,2020-04-09,-50.0,-27.0,-67.0,-69.0,-51.0,24.0,-52.8
1034,Hawaii,2020-04-10,-52.0,-29.0,-67.0,-72.0,-57.0,27.0,-55.4
1035,Hawaii,2020-04-11,-55.0,-29.0,-66.0,-74.0,-47.0,18.0,-54.2
1036,Hawaii,2020-04-12,-67.0,-38.0,-68.0,-77.0,-52.0,17.0,-60.4
1037,Hawaii,2020-04-13,-55.0,-33.0,-68.0,-68.0,-50.0,22.0,-54.8
1038,Hawaii,2020-04-14,-54.0,-32.0,-71.0,-70.0,-50.0,24.0,-55.4
1039,Hawaii,2020-04-15,-51.0,-28.0,-62.0,-67.0,-49.0,23.0,-51.4
1040,Hawaii,2020-04-16,-51.0,-28.0,-63.0,-69.0,-49.0,23.0,-52.0
1041,Hawaii,2020-04-17,-52.0,-30.0,-63.0,-68.0,-47.0,24.0,-52.0
1042,Hawaii,2020-04-18,-55.0,-30.0,-63.0,-72.0,-44.0,17.0,-52.8
1043,Hawaii,2020-04-19,-56.0,-32.0,-62.0,-75.0,-46.0,15.0,-54.2
1044,Hawaii,2020-04-20,-51.0,-29.0,-65.0,-67.0,-47.0,21.0,-51.8
1045,Hawaii,2020-04-21,-52.0,-30.0,-66.0,-67.0,-49.0,23.0,-52.8
1046,Hawaii,2020-04-22,-51.0,-30.0,-61.0,-68.0,-48.0,23.0,-51.6
1047,Hawaii,2020-04-23,-52.0,-30.0,-65.0,-69.0,-48.0,23.0,-52.8
1048,Hawaii,2020-04-24,-51.0,-30.0,-65.0,-69.0,-47.0,24.0,-52.4
1049,Hawaii,2020-04-25,-51.0,-29.0,-54.0,-71.0,-44.0,16.0,-49.8
1050,Hawaii,2020-04-26,-53.0,-30.0,-55.0,-74.0,-44.0,14.0,-51.2
1051,Hawaii,2020-04-27,-49.0,-28.0,-60.0,-66.0,-46.0,20.0,-49.8
1052,Hawaii,2020-04-28,-48.0,-28.0,-59.0,-67.0,-48.0,13.0,-50.0
1053,Hawaii,2020-04-29,-49.0,-29.0,-58.0,-67.0,-47.0,22.0,-50.0
1054,Hawaii,2020-04-30,-48.0,-25.0,-57.0,-65.0,-46.0,21.0,-48.2
1055,Hawaii,2020-05-01,-47.0,-24.0,-58.0,-65.0,-44.0,22.0,-47.6
1056,Hawaii,2020-05-02,-50.0,-26.0,-51.0,-69.0,-41.0,15.0,-47.4
1057,Hawaii,2020-05-03,-50.0,-23.0,-50.0,-72.0,-42.0,13.0,-47.4
1058,Hawaii,2020-05-04,-46.0,-23.0,-56.0,-63.0,-43.0,19.0,-46.2
1059,Hawaii,2020-05-05,-43.0,-16.0,-54.0,-64.0,-44.0,20.0,-44.2
1060,Hawaii,2020-05-06,-47.0,-24.0,-49.0,-64.0,-44.0,20.0,-45.6
1061,Hawaii,2020-05-07,-47.0,-23.0,-54.0,-66.0,-43.0,20.0,-46.6
1062,Hawaii,2020-05-08,-46.0,-20.0,-52.0,-63.0,-42.0,21.0,-44.6
1063,Hawaii,2020-05-09,-46.0,-15.0,-44.0,-67.0,-38.0,13.0,-42.0
1064,Hawaii,2020-05-10,-44.0,-17.0,-42.0,-69.0,-39.0,11.0,-42.2
1065,Hawaii,2020-05-11,-48.0,-28.0,-57.0,-64.0,-41.0,18.0,-47.6
1066,Hawaii,2020-05-12,-46.0,-24.0,-54.0,-65.0,-42.0,20.0,-46.2
1067,Hawaii,2020-05-13,-45.0,-24.0,-48.0,-65.0,-42.0,19.0,-44.8
1068,Idaho,2020-02-15,3.0,3.0,7.0,0.0,-1.0,0.0,2.4
1069,Idaho,2020-02-16,11.0,3.0,14.0,0.0,-1.0,0.0,5.4
1070,Idaho,2020-02-17,10.0,4.0,44.0,0.0,-25.0,3.0,6.6
1071,Idaho,2020-02-18,1.0,3.0,20.0,9.0,1.0,0.0,6.8
1072,Idaho,2020-02-19,2.0,3.0,12.0,7.0,2.0,0.0,5.2
1073,Idaho,2020-02-20,5.0,3.0,16.0,7.0,2.0,0.0,6.6
1074,Idaho,2020-02-21,4.0,2.0,22.0,7.0,3.0,-1.0,7.6
1075,Idaho,2020-02-22,6.0,6.0,40.0,9.0,2.0,-1.0,12.6
1076,Idaho,2020-02-23,12.0,7.0,44.0,9.0,2.0,-1.0,14.8
1077,Idaho,2020-02-24,5.0,5.0,18.0,4.0,9.0,-2.0,8.2
1078,Idaho,2020-02-25,6.0,5.0,30.0,9.0,2.0,-1.0,10.4
1079,Idaho,2020-02-26,9.0,8.0,24.0,7.0,3.0,-1.0,10.2
1080,Idaho,2020-02-27,10.0,8.0,47.0,10.0,3.0,-1.0,15.6
1081,Idaho,2020-02-28,10.0,7.0,46.0,9.0,1.0,-2.0,14.6
1082,Idaho,2020-02-29,10.0,9.0,14.0,11.0,3.0,-2.0,9.4
1083,Idaho,2020-03-01,21.0,15.0,53.0,16.0,4.0,-2.0,21.8
1084,Idaho,2020-03-02,9.0,11.0,22.0,3.0,9.0,-3.0,10.8
1085,Idaho,2020-03-03,11.0,15.0,43.0,7.0,3.0,-1.0,15.8
1086,Idaho,2020-03-04,9.0,13.0,34.0,7.0,4.0,-1.0,13.4
1087,Idaho,2020-03-05,10.0,14.0,55.0,13.0,2.0,-1.0,18.8
1088,Idaho,2020-03-06,7.0,8.0,41.0,8.0,2.0,-1.0,13.2
1089,Idaho,2020-03-07,8.0,9.0,2.0,11.0,2.0,-1.0,6.4
1090,Idaho,2020-03-08,17.0,14.0,66.0,14.0,3.0,-1.0,22.8
1091,Idaho,2020-03-09,6.0,11.0,38.0,5.0,9.0,-3.0,13.8
1092,Idaho,2020-03-10,9.0,14.0,65.0,11.0,2.0,-1.0,20.2
