,continent,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor
9239,Asia,Thailand,2020-04-27,-42.0,-15.0,-45.0,-57.0,-28.0,17.0,-37.4
9240,Asia,Thailand,2020-04-28,-41.0,-12.0,-43.0,-56.0,-29.0,15.0,-36.2
9241,Asia,Thailand,2020-04-29,-42.0,-15.0,-43.0,-55.0,-29.0,15.0,-36.8
9242,Asia,Thailand,2020-04-30,-44.0,-2.0,-39.0,-47.0,-28.0,14.0,-32.0
9243,Asia,Thailand,2020-05-01,-46.0,3.0,-42.0,-56.0,-54.0,23.0,-39.0
9244,Asia,Thailand,2020-05-02,-48.0,-5.0,-50.0,-50.0,-23.0,15.0,-35.2
9245,Asia,Thailand,2020-05-03,-46.0,-3.0,-46.0,-50.0,-17.0,13.0,-32.4
9246,Asia,Thailand,2020-05-04,-42.0,-6.0,-39.0,-56.0,-44.0,19.0,-37.4
9247,Asia,Thailand,2020-05-05,-38.0,2.0,-35.0,-43.0,-28.0,13.0,-28.4
9248,Asia,Thailand,2020-05-06,-38.0,-1.0,-34.0,-54.0,-50.0,21.0,-35.4
9249,Asia,Thailand,2020-05-07,-38.0,-3.0,-34.0,-45.0,-25.0,14.0,-29.0
9250,Asia,Thailand,2020-05-08,-40.0,-1.0,-37.0,-47.0,-25.0,16.0,-30.0
9251,Asia,Thailand,2020-05-09,-41.0,-4.0,-46.0,-47.0,-12.0,13.0,-30.0
9252,Asia,Thailand,2020-05-10,-41.0,-4.0,-41.0,-49.0,-14.0,12.0,-29.8
9253,Asia,Thailand,2020-05-11,-40.0,-7.0,-39.0,-50.0,-34.0,17.0,-34.0
9254,Asia,Thailand,2020-05-12,-34.0,2.0,-32.0,-42.0,-24.0,13.0,-26.0
9255,Asia,Thailand,2020-05-13,-36.0,-2.0,-32.0,-43.0,-24.0,13.0,-27.4
10146,Asia,Vietnam,2020-02-15,-6.0,-4.0,-11.0,-9.0,-4.0,7.0,-6.8
10147,Asia,Vietnam,2020-02-16,-9.0,-7.0,-9.0,-11.0,-7.0,7.0,-8.6
10148,Asia,Vietnam,2020-02-17,-9.0,-7.0,-7.0,-11.0,5.0,6.0,-5.8
10149,Asia,Vietnam,2020-02-18,-11.0,-4.0,-8.0,-9.0,7.0,6.0,-5.0
10150,Asia,Vietnam,2020-02-19,-9.0,-9.0,-9.0,-12.0,7.0,4.0,-6.4
10151,Asia,Vietnam,2020-02-20,-12.0,-10.0,-11.0,-15.0,5.0,3.0,-8.6
10152,Asia,Vietnam,2020-02-21,-7.0,-9.0,-10.0,-12.0,-5.0,7.0,-8.6
10153,Asia,Vietnam,2020-02-22,-7.0,-3.0,-11.0,-9.0,-3.0,7.0,-6.6
10154,Asia,Vietnam,2020-02-23,-9.0,-6.0,-6.0,-12.0,-5.0,6.0,-7.6
10155,Asia,Vietnam,2020-02-24,-7.0,-5.0,-2.0,-10.0,6.0,5.0,-3.6
10156,Asia,Vietnam,2020-02-25,-10.0,-4.0,-5.0,-9.0,9.0,5.0,-3.8
10157,Asia,Vietnam,2020-02-26,-10.0,-9.0,-8.0,-11.0,8.0,3.0,-6.0
10158,Asia,Vietnam,2020-02-27,-11.0,-9.0,-9.0,-13.0,7.0,2.0,-7.0
10159,Asia,Vietnam,2020-02-28,-6.0,-8.0,-7.0,-9.0,-3.0,6.0,-6.6
10160,Asia,Vietnam,2020-02-29,-5.0,-3.0,-9.0,-5.0,-2.0,6.0,-4.8
10161,Asia,Vietnam,2020-03-01,-5.0,-3.0,-2.0,-5.0,-3.0,5.0,-3.6
10162,Asia,Vietnam,2020-03-02,-8.0,-5.0,-4.0,-9.0,12.0,5.0,-2.8
10163,Asia,Vietnam,2020-03-03,-12.0,-6.0,-10.0,-10.0,14.0,5.0,-4.8
10164,Asia,Vietnam,2020-03-04,-14.0,-15.0,-17.0,-17.0,11.0,5.0,-10.4
10165,Asia,Vietnam,2020-03-05,-11.0,-8.0,-12.0,-14.0,11.0,2.0,-6.8
10166,Asia,Vietnam,2020-03-06,-3.0,-5.0,-9.0,-9.0,3.0,5.0,-4.6
10167,Asia,Vietnam,2020-03-07,-7.0,4.0,-12.0,-9.0,4.0,7.0,-4.0
10168,Asia,Vietnam,2020-03-08,-4.0,2.0,-4.0,-11.0,-2.0,6.0,-3.8
10169,Asia,Vietnam,2020-03-09,-12.0,-5.0,-6.0,-15.0,10.0,6.0,-5.6
10170,Asia,Vietnam,2020-03-10,-15.0,-5.0,-11.0,-15.0,13.0,6.0,-6.6
10171,Asia,Vietnam,2020-03-11,-14.0,-9.0,-12.0,-17.0,11.0,4.0,-8.2
10172,Asia,Vietnam,2020-03-12,-18.0,-10.0,-13.0,-21.0,8.0,3.0,-10.8
10173,Asia,Vietnam,2020-03-13,-15.0,-12.0,-15.0,-21.0,-2.0,8.0,-13.0
10174,Asia,Vietnam,2020-03-14,-18.0,-9.0,-21.0,-21.0,0.0,9.0,-13.8
10175,Asia,Vietnam,2020-03-15,-19.0,-10.0,-16.0,-23.0,-5.0,9.0,-14.6
10176,Asia,Vietnam,2020-03-16,-18.0,-10.0,-12.0,-23.0,8.0,8.0,-11.0
10177,Asia,Vietnam,2020-03-17,-24.0,-13.0,-18.0,-24.0,8.0,8.0,-14.2
10178,Asia,Vietnam,2020-03-18,-24.0,-18.0,-22.0,-28.0,7.0,7.0,-17.0
10179,Asia,Vietnam,2020-03-19,-26.0,-17.0,-22.0,-30.0,5.0,5.0,-18.0
10180,Asia,Vietnam,2020-03-20,-21.0,-14.0,-19.0,-27.0,-4.0,9.0,-17.0
10181,Asia,Vietnam,2020-03-21,-23.0,-12.0,-24.0,-27.0,-3.0,11.0,-17.8
10182,Asia,Vietnam,2020-03-22,-26.0,-15.0,-21.0,-32.0,-7.0,11.0,-20.2
10183,Asia,Vietnam,2020-03-23,-23.0,-11.0,-15.0,-29.0,4.0,9.0,-14.8
10184,Asia,Vietnam,2020-03-24,-27.0,-12.0,-18.0,-29.0,6.0,9.0,-16.0
10185,Asia,Vietnam,2020-03-25,-29.0,-17.0,-21.0,-31.0,3.0,8.0,-19.0
10186,Asia,Vietnam,2020-03-26,-34.0,-17.0,-22.0,-35.0,-1.0,7.0,-21.8
10187,Asia,Vietnam,2020-03-27,-35.0,-18.0,-25.0,-35.0,-12.0,12.0,-25.0
10188,Asia,Vietnam,2020-03-28,-45.0,-20.0,-33.0,-41.0,-15.0,15.0,-30.8
10189,Asia,Vietnam,2020-03-29,-52.0,-29.0,-33.0,-49.0,-20.0,16.0,-36.6
10190,Asia,Vietnam,2020-03-30,-50.0,-27.0,-28.0,-48.0,-11.0,15.0,-32.8
10191,Asia,Vietnam,2020-03-31,-52.0,-19.0,-31.0,-47.0,-11.0,14.0,-32.0
10192,Asia,Vietnam,2020-04-01,-61.0,-39.0,-41.0,-59.0,-23.0,16.0,-44.6
10193,Asia,Vietnam,2020-04-02,-67.0,-42.0,-44.0,-67.0,-58.0,23.0,-55.6
10194,Asia,Vietnam,2020-04-03,-63.0,-43.0,-43.0,-64.0,-36.0,22.0,-49.8
10195,Asia,Vietnam,2020-04-04,-65.0,-42.0,-49.0,-64.0,-33.0,23.0,-50.6
10196,Asia,Vietnam,2020-04-05,-67.0,-44.0,-47.0,-67.0,-32.0,22.0,-51.4
10197,Asia,Vietnam,2020-04-06,-60.0,-36.0,-38.0,-61.0,-25.0,20.0,-44.0
10198,Asia,Vietnam,2020-04-07,-61.0,-34.0,-38.0,-59.0,-23.0,19.0,-43.0
10199,Asia,Vietnam,2020-04-08,-60.0,-39.0,-39.0,-60.0,-23.0,17.0,-44.2
10200,Asia,Vietnam,2020-04-09,-61.0,-38.0,-39.0,-60.0,-24.0,15.0,-44.4
10201,Asia,Vietnam,2020-04-10,-58.0,-36.0,-38.0,-59.0,-30.0,20.0,-44.2
10202,Asia,Vietnam,2020-04-11,-59.0,-33.0,-43.0,-58.0,-29.0,21.0,-44.4
10203,Asia,Vietnam,2020-04-12,-64.0,-40.0,-46.0,-64.0,-30.0,20.0,-48.8
10204,Asia,Vietnam,2020-04-13,-60.0,-37.0,-40.0,-61.0,-23.0,20.0,-44.2
10205,Asia,Vietnam,2020-04-14,-58.0,-31.0,-36.0,-56.0,-19.0,18.0,-40.0
10206,Asia,Vietnam,2020-04-15,-57.0,-34.0,-37.0,-57.0,-19.0,16.0,-40.8
10207,Asia,Vietnam,2020-04-16,-54.0,-30.0,-34.0,-54.0,-16.0,13.0,-37.6
10208,Asia,Vietnam,2020-04-17,-51.0,-30.0,-35.0,-54.0,-25.0,18.0,-39.0
10209,Asia,Vietnam,2020-04-18,-53.0,-28.0,-39.0,-53.0,-23.0,18.0,-39.2
10210,Asia,Vietnam,2020-04-19,-53.0,-30.0,-35.0,-56.0,-22.0,16.0,-39.2
10211,Asia,Vietnam,2020-04-20,-48.0,-26.0,-28.0,-51.0,-14.0,15.0,-33.4
10212,Asia,Vietnam,2020-04-21,-50.0,-26.0,-32.0,-51.0,-12.0,15.0,-34.2
10213,Asia,Vietnam,2020-04-22,-49.0,-29.0,-34.0,-52.0,-12.0,13.0,-35.2
10214,Asia,Vietnam,2020-04-23,-44.0,-29.0,-34.0,-51.0,-10.0,10.0,-33.6
10215,Asia,Vietnam,2020-04-24,-39.0,-29.0,-36.0,-47.0,-19.0,15.0,-34.0
10216,Asia,Vietnam,2020-04-25,-34.0,-21.0,-35.0,-41.0,-16.0,15.0,-29.4
10217,Asia,Vietnam,2020-04-26,-34.0,-22.0,-30.0,-41.0,-13.0,13.0,-28.0
10218,Asia,Vietnam,2020-04-27,-27.0,-16.0,-21.0,-36.0,-3.0,11.0,-20.6
10219,Asia,Vietnam,2020-04-28,-26.0,-13.0,-19.0,-30.0,0.0,9.0,-17.6
10220,Asia,Vietnam,2020-04-29,-18.0,-9.0,-12.0,-20.0,-1.0,5.0,-12.0
10221,Asia,Vietnam,2020-04-30,-24.0,9.0,-11.0,-13.0,-48.0,8.0,-17.4
10222,Asia,Vietnam,2020-05-01,-26.0,0.0,-17.0,-27.0,-58.0,16.0,-25.6
10223,Asia,Vietnam,2020-05-02,-30.0,-1.0,-30.0,-20.0,-34.0,13.0,-23.0
10224,Asia,Vietnam,2020-05-03,-30.0,-5.0,-33.0,-10.0,-9.0,7.0,-17.4
10225,Asia,Vietnam,2020-05-04,-28.0,-1.0,-34.0,-10.0,5.0,7.0,-13.6
10226,Asia,Vietnam,2020-05-05,-29.0,1.0,-36.0,-8.0,9.0,6.0,-12.6
10227,Asia,Vietnam,2020-05-06,-27.0,1.0,-36.0,-8.0,9.0,5.0,-12.2
10228,Asia,Vietnam,2020-05-07,-27.0,1.0,-31.0,-11.0,8.0,3.0,-12.0
10229,Asia,Vietnam,2020-05-08,-21.0,1.0,-32.0,-8.0,-2.0,7.0,-12.4
10230,Asia,Vietnam,2020-05-09,-20.0,6.0,-34.0,-5.0,-1.0,8.0,-10.8
10231,Asia,Vietnam,2020-05-10,-19.0,7.0,-28.0,-3.0,-2.0,7.0,-9.0
10232,Asia,Vietnam,2020-05-11,-19.0,10.0,-26.0,-1.0,14.0,5.0,-4.4
10233,Asia,Vietnam,2020-05-12,-22.0,9.0,-29.0,1.0,17.0,5.0,-4.8
10234,Asia,Vietnam,2020-05-13,-23.0,1.0,-32.0,-5.0,16.0,3.0,-8.6
